invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_spent,year_month,age_group
I194210,C316150,Female,62,Shoes,1,600.17,Cash,10/12/2021,Kanyon,600.17,2021-12,60+
I277577,C282740,Female,54,Shoes,5,3000.85,Debit Card,10/11/2022,Kanyon,15004.25,2022-11,41-60
I338833,C179015,Female,31,Shoes,4,2400.68,Credit Card,05/07/2021,Metrocity,9602.72,2021-07,26-40
I130900,C237981,Male,58,Shoes,5,3000.85,Cash,08/07/2022,Mall of Istanbul,15004.25,2022-07,41-60
I289619,C733709,Male,64,Toys,4,143.36,Debit Card,04/09/2022,Emaar Square Mall,573.44,2022-09,60+
I339036,C198133,Female,24,Technology,4,4200,Credit Card,07/04/2021,Zorlu Center,16800,2021-04,18-25
I859224,C228873,Female,56,Food & Beverage,2,10.46,Debit Card,06/06/2022,Forum Istanbul,20.92,2022-06,41-60
I263983,C306157,Female,61,Cosmetics,2,81.32,Cash,10/07/2021,Mall of Istanbul,162.64,2021-07,60+
I954773,C147048,Female,48,Clothing,2,600.16,Cash,12/05/2022,Kanyon,1200.32,2022-05,41-60
I227487,C303649,Female,51,Shoes,5,3000.85,Credit Card,06/09/2022,Istinye Park,15004.25,2022-09,41-60
I278495,C181752,Female,29,Shoes,1,600.17,Credit Card,10/02/2021,Istinye Park,600.17,2021-02,26-40
I240713,C102878,Female,35,Food & Beverage,5,26.15,Debit Card,08/11/2022,Metropol AVM,130.75,2022-11,26-40
I176841,C197766,Female,32,Souvenir,2,23.46,Debit Card,05/08/2021,Viaport Outlet,46.92,2021-08,26-40
I242651,C323253,Female,69,Clothing,5,1500.4,Credit Card,04/03/2022,Kanyon,7502,2022-03,60+
I190590,C828855,Female,40,Shoes,2,1200.34,Debit Card,10/07/2021,Metrocity,2400.68,2021-07,26-40
I654133,C260290,Male,61,Toys,5,179.2,Cash,09/11/2021,Metrocity,896,2021-11,60+
I181034,C192625,Female,31,Shoes,4,2400.68,Credit Card,10/04/2022,Kanyon,9602.72,2022-04,26-40
I147109,C911587,Male,61,Technology,3,3150,Cash,07/05/2022,Mall of Istanbul,9450,2022-05,60+
I976592,C195653,Female,43,Clothing,4,1200.32,Cash,10/08/2022,Mall of Istanbul,4801.28,2022-08,41-60
I204676,C208870,Female,37,Clothing,3,900.24,Cash,02/05/2023,Kanyon,2700.72,2023-05,26-40
I937974,C306537,Female,35,Toys,3,107.52,Debit Card,12/03/2021,Emaar Square Mall,322.56,2021-03,26-40
I138560,C422114,Female,68,Food & Beverage,4,20.92,Cash,10/12/2022,Mall of Istanbul,83.68,2022-12,60+
I228238,C828339,Female,26,Cosmetics,1,40.66,Cash,01/08/2022,Mall of Istanbul,40.66,2022-08,26-40
I322160,C308943,Male,43,Clothing,4,1200.32,Debit Card,06/09/2021,Metrocity,4801.28,2021-09,41-60
I334253,C290342,Female,60,Clothing,3,900.24,Credit Card,10/03/2022,Mall of Istanbul,2700.72,2022-03,41-60
I633079,C170826,Male,53,Clothing,1,300.08,Cash,04/10/2021,Istinye Park,300.08,2021-10,41-60
I134330,C849036,Male,33,Cosmetics,5,203.3,Cash,03/05/2023,Mall of Istanbul,1016.5,2023-05,26-40
I200188,C282836,Male,36,Technology,4,4200,Debit Card,05/12/2022,Istinye Park,16800,2022-12,26-40
I538014,C161187,Male,56,Clothing,2,600.16,Cash,01/02/2023,Zorlu Center,1200.32,2023-02,41-60
I726138,C291633,Female,59,Clothing,1,300.08,Debit Card,07/01/2022,Kanyon,300.08,2022-01,41-60
I206302,C263111,Female,28,Toys,5,179.2,Credit Card,07/02/2022,Viaport Outlet,896,2022-02,26-40
I302031,C208157,Male,19,Toys,4,143.36,Credit Card,11/11/2021,Metrocity,573.44,2021-11,18-25
I200253,C111935,Female,54,Souvenir,4,46.92,Cash,08/10/2022,Metrocity,187.68,2022-10,41-60
I251664,C258257,Male,18,Cosmetics,3,121.98,Credit Card,04/08/2022,Mall of Istanbul,365.94,2022-08,18-25
I920473,C231913,Male,31,Clothing,5,1500.4,Debit Card,06/02/2021,Cevahir AVM,7502,2021-02,26-40
I238139,C235929,Male,35,Technology,4,4200,Credit Card,08/08/2021,Istinye Park,16800,2021-08,26-40
I129471,C229609,Female,25,Technology,2,2100,Cash,06/10/2021,Kanyon,4200,2021-10,18-25
I138812,C168455,Male,52,Food & Beverage,1,5.23,Cash,01/03/2022,Metrocity,5.23,2022-03,41-60
I238589,C498497,Female,31,Shoes,1,600.17,Cash,03/02/2023,Istinye Park,600.17,2023-02,26-40
I128141,C698134,Female,40,Toys,3,107.52,Cash,04/03/2022,Istinye Park,322.56,2022-03,26-40
I966888,C575451,Female,62,Technology,1,1050,Credit Card,02/09/2022,Kanyon,1050,2022-09,60+
I963797,C260500,Male,31,Cosmetics,3,121.98,Debit Card,05/03/2022,Metropol AVM,365.94,2022-03,26-40
I270737,C102156,Male,31,Books,5,75.75,Debit Card,04/12/2022,Viaport Outlet,378.75,2022-12,26-40
I327505,C727565,Female,63,Clothing,2,600.16,Cash,04/09/2021,Kanyon,1200.32,2021-09,60+
I280290,C273611,Female,38,Shoes,5,3000.85,Credit Card,05/01/2022,Kanyon,15004.25,2022-01,26-40
I332713,C101382,Female,53,Food & Beverage,2,10.46,Cash,08/07/2021,Cevahir AVM,20.92,2021-07,41-60
I192639,C213246,Female,31,Clothing,2,600.16,Cash,11/11/2021,Metrocity,1200.32,2021-11,26-40
I906701,C807322,Female,68,Clothing,4,1200.32,Credit Card,02/11/2022,Cevahir AVM,4801.28,2022-11,60+
I815904,C408218,Female,39,Clothing,4,1200.32,Cash,02/06/2022,Mall of Istanbul,4801.28,2022-06,26-40
I636300,C368376,Female,48,Cosmetics,3,121.98,Cash,08/11/2022,Kanyon,365.94,2022-11,41-60
I297082,C206893,Female,41,Clothing,4,1200.32,Credit Card,06/08/2021,Mall of Istanbul,4801.28,2021-08,41-60
I160593,C249299,Female,32,Souvenir,3,35.19,Credit Card,11/08/2022,Mall of Istanbul,105.57,2022-08,26-40
I454871,C148548,Female,20,Toys,3,107.52,Cash,04/02/2021,Emaar Square Mall,322.56,2021-02,18-25
I122260,C862240,Female,28,Cosmetics,5,203.3,Cash,06/11/2021,Forum Istanbul,1016.5,2021-11,26-40
I244511,C169643,Female,32,Clothing,5,1500.4,Cash,09/09/2022,Mall of Istanbul,7502,2022-09,26-40
I206945,C414285,Male,26,Shoes,2,1200.34,Cash,08/08/2022,Metrocity,2400.68,2022-08,26-40
I531956,C272216,Female,57,Clothing,3,900.24,Debit Card,12/08/2022,Istinye Park,2700.72,2022-08,41-60
I947799,C154387,Male,29,Clothing,1,300.08,Credit Card,01/07/2021,Mall of Istanbul,300.08,2021-07,26-40
I656839,C515323,Female,28,Shoes,3,1800.51,Debit Card,04/05/2021,Mall of Istanbul,5401.53,2021-05,26-40
I811990,C177117,Male,32,Cosmetics,3,121.98,Credit Card,09/04/2022,Mall of Istanbul,365.94,2022-04,26-40
I195860,C337799,Female,21,Cosmetics,1,40.66,Debit Card,02/05/2022,Metropol AVM,40.66,2022-05,18-25
I224158,C205569,Female,27,Toys,3,107.52,Cash,11/06/2022,Metrocity,322.56,2022-06,26-40
I105838,C234990,Female,35,Clothing,5,1500.4,Cash,06/12/2021,Emaar Square Mall,7502,2021-12,26-40
I337010,C170466,Male,46,Food & Beverage,4,20.92,Credit Card,01/04/2023,Metropol AVM,83.68,2023-04,41-60
I166362,C228894,Female,34,Clothing,2,600.16,Cash,10/12/2022,Metrocity,1200.32,2022-12,26-40
I168407,C245606,Female,58,Food & Beverage,5,26.15,Cash,07/11/2022,Metrocity,130.75,2022-11,41-60
I820235,C178787,Male,58,Shoes,5,3000.85,Debit Card,10/11/2021,Kanyon,15004.25,2021-11,41-60
I222718,C146046,Male,30,Cosmetics,2,81.32,Cash,02/09/2021,Istinye Park,162.64,2021-09,26-40
I920669,C233351,Female,69,Books,3,45.45,Debit Card,09/10/2021,Metrocity,136.35,2021-10,60+
I326695,C128512,Female,23,Cosmetics,1,40.66,Credit Card,07/08/2021,Viaport Outlet,40.66,2021-08,18-25
I732585,C200798,Male,32,Food & Beverage,2,10.46,Cash,08/03/2021,Mall of Istanbul,20.92,2021-03,26-40
I684441,C276349,Female,21,Cosmetics,5,203.3,Credit Card,06/04/2021,Metrocity,1016.5,2021-04,18-25
I119893,C952340,Male,59,Food & Beverage,2,10.46,Cash,10/07/2021,Metrocity,20.92,2021-07,41-60
I221015,C326926,Female,34,Toys,2,71.68,Cash,07/07/2022,Metrocity,143.36,2022-07,26-40
I106937,C625480,Female,61,Shoes,2,1200.34,Cash,11/01/2021,Kanyon,2400.68,2021-01,60+
I327735,C765507,Male,36,Clothing,5,1500.4,Debit Card,07/01/2021,Mall of Istanbul,7502,2021-01,26-40
I247113,C135429,Male,46,Shoes,1,600.17,Cash,02/04/2023,Mall of Istanbul,600.17,2023-04,41-60
I209647,C192259,Male,37,Clothing,1,300.08,Credit Card,01/06/2022,Zorlu Center,300.08,2022-06,26-40
I668890,C731497,Female,37,Shoes,5,3000.85,Cash,01/04/2021,Mall of Istanbul,15004.25,2021-04,26-40
I141742,C201100,Female,44,Technology,1,1050,Credit Card,06/06/2022,Kanyon,1050,2022-06,41-60
I252075,C282620,Female,20,Clothing,5,1500.4,Debit Card,05/12/2021,Kanyon,7502,2021-12,18-25
I126958,C311609,Female,63,Clothing,2,600.16,Credit Card,05/04/2022,Emaar Square Mall,1200.32,2022-04,60+
I655901,C579313,Male,27,Food & Beverage,2,10.46,Cash,02/03/2021,Kanyon,20.92,2021-03,26-40
I223008,C291186,Female,26,Clothing,4,1200.32,Credit Card,12/08/2022,Metropol AVM,4801.28,2022-08,26-40
I167357,C159739,Female,23,Cosmetics,1,40.66,Credit Card,11/09/2021,Zorlu Center,40.66,2021-09,18-25
I316516,C350424,Female,30,Clothing,1,300.08,Cash,09/07/2022,Kanyon,300.08,2022-07,26-40
I223669,C180133,Female,30,Food & Beverage,5,26.15,Debit Card,10/06/2022,Viaport Outlet,130.75,2022-06,26-40
I208059,C167269,Male,33,Toys,1,35.84,Cash,06/06/2022,Istinye Park,35.84,2022-06,26-40
I208295,C134550,Female,65,Clothing,3,900.24,Cash,02/01/2021,Cevahir AVM,2700.72,2021-01,60+
I786287,C145147,Male,49,Cosmetics,4,162.64,Debit Card,02/05/2023,Istinye Park,650.56,2023-05,41-60
I384100,C143544,Female,44,Clothing,5,1500.4,Cash,07/11/2022,Kanyon,7502,2022-11,41-60
I378212,C117498,Female,58,Food & Beverage,4,20.92,Cash,05/05/2022,Metropol AVM,83.68,2022-05,41-60
I231649,C147566,Female,20,Food & Beverage,1,5.23,Credit Card,12/05/2021,Kanyon,5.23,2021-05,18-25
I270045,C113061,Female,19,Shoes,5,3000.85,Cash,06/07/2022,Mall of Istanbul,15004.25,2022-07,18-25
I292275,C551480,Male,67,Clothing,1,300.08,Cash,07/04/2021,Mall of Istanbul,300.08,2021-04,60+
I287985,C867396,Female,18,Clothing,2,600.16,Cash,12/03/2021,Metrocity,1200.32,2021-03,18-25
I138787,C572428,Female,39,Food & Beverage,3,15.69,Credit Card,04/04/2021,Kanyon,47.07,2021-04,26-40
I124560,C565265,Male,38,Cosmetics,3,121.98,Cash,04/10/2021,Emaar Square Mall,365.94,2021-10,26-40
I268869,C109790,Female,56,Clothing,2,600.16,Credit Card,10/06/2021,Kanyon,1200.32,2021-06,41-60
I784670,C638391,Female,56,Technology,5,5250,Debit Card,03/06/2023,Forum Istanbul,26250,2023-06,41-60
I111429,C237937,Male,40,Clothing,3,900.24,Cash,09/02/2022,Kanyon,2700.72,2022-02,26-40
I283324,C229559,Male,30,Cosmetics,3,121.98,Cash,01/09/2021,Forum Istanbul,365.94,2021-09,26-40
I263508,C195299,Male,62,Food & Beverage,3,15.69,Debit Card,10/06/2021,Mall of Istanbul,47.07,2021-06,60+
I142883,C829098,Male,47,Cosmetics,2,81.32,Cash,12/05/2022,Zorlu Center,162.64,2022-05,41-60
I137704,C635041,Female,44,Clothing,1,300.08,Credit Card,05/07/2022,Kanyon,300.08,2022-07,41-60
I277101,C279338,Female,63,Souvenir,3,35.19,Cash,01/10/2022,Metrocity,105.57,2022-10,60+
I337481,C187363,Male,43,Shoes,2,1200.34,Credit Card,02/12/2023,Mall of Istanbul,2400.68,2023-12,41-60
I158703,C879947,Female,57,Cosmetics,5,203.3,Debit Card,01/04/2023,Kanyon,1016.5,2023-04,41-60
I209921,C832023,Male,46,Food & Beverage,4,20.92,Credit Card,01/05/2021,Metropol AVM,83.68,2021-05,41-60
I331635,C569420,Male,67,Clothing,5,1500.4,Debit Card,03/07/2022,Metropol AVM,7502,2022-07,60+
I311835,C224396,Female,27,Clothing,1,300.08,Cash,02/04/2023,Metrocity,300.08,2023-04,26-40
I192636,C247187,Female,34,Souvenir,5,58.65,Cash,07/07/2022,Metrocity,293.25,2022-07,26-40
I321509,C333056,Female,54,Food & Beverage,3,15.69,Credit Card,07/05/2022,Forum Istanbul,47.07,2022-05,41-60
I580985,C954758,Female,50,Technology,4,4200,Cash,11/08/2022,Metropol AVM,16800,2022-08,41-60
I212865,C258979,Female,26,Books,1,15.15,Credit Card,02/07/2022,Mall of Istanbul,15.15,2022-07,26-40
I226304,C226577,Female,36,Cosmetics,3,121.98,Cash,11/11/2021,Zorlu Center,365.94,2021-11,26-40
I199105,C188559,Male,42,Toys,5,179.2,Credit Card,06/10/2022,Mall of Istanbul,896,2022-10,41-60
I636710,C245702,Male,69,Cosmetics,5,203.3,Credit Card,07/07/2022,Metrocity,1016.5,2022-07,60+
I166103,C263575,Female,61,Cosmetics,2,81.32,Cash,02/07/2021,Kanyon,162.64,2021-07,60+
I474104,C540033,Female,69,Shoes,2,1200.34,Cash,11/07/2022,Kanyon,2400.68,2022-07,60+
I288137,C315234,Female,32,Clothing,3,900.24,Credit Card,07/07/2022,Metrocity,2700.72,2022-07,26-40
I262316,C305592,Female,22,Cosmetics,4,162.64,Cash,11/10/2021,Mall of Istanbul,650.56,2021-10,18-25
I495842,C293622,Female,59,Cosmetics,5,203.3,Credit Card,06/09/2022,Forum Istanbul,1016.5,2022-09,41-60
I135017,C263801,Male,36,Toys,2,71.68,Credit Card,08/01/2021,Istinye Park,143.36,2021-01,26-40
I951168,C247460,Female,28,Books,3,45.45,Debit Card,02/03/2023,Metrocity,136.35,2023-03,26-40
I103082,C286580,Female,33,Books,3,45.45,Credit Card,10/12/2022,Metrocity,136.35,2022-12,26-40
I185424,C320141,Female,42,Souvenir,5,58.65,Debit Card,10/02/2021,Kanyon,293.25,2021-02,41-60
I218058,C151161,Male,41,Food & Beverage,1,5.23,Credit Card,02/07/2021,Mall of Istanbul,5.23,2021-07,41-60
I188228,C655671,Female,23,Books,3,45.45,Cash,02/05/2022,Cevahir AVM,136.35,2022-05,18-25
I229893,C199946,Male,56,Clothing,5,1500.4,Credit Card,04/07/2021,Metrocity,7502,2021-07,41-60
I144269,C317974,Female,43,Food & Beverage,1,5.23,Credit Card,12/08/2022,Forum Istanbul,5.23,2022-08,41-60
I124598,C191561,Male,51,Toys,5,179.2,Debit Card,10/06/2021,Metrocity,896,2021-06,41-60
I112976,C371371,Female,45,Toys,5,179.2,Debit Card,11/08/2021,Kanyon,896,2021-08,41-60
I159692,C651535,Male,31,Books,1,15.15,Cash,08/01/2021,Forum Istanbul,15.15,2021-01,26-40
I145641,C160470,Female,44,Cosmetics,5,203.3,Credit Card,02/04/2022,Istinye Park,1016.5,2022-04,41-60
I263972,C223682,Female,67,Clothing,3,900.24,Credit Card,02/07/2022,Viaport Outlet,2700.72,2022-07,60+
I185037,C259689,Female,47,Food & Beverage,4,20.92,Cash,07/10/2022,Kanyon,83.68,2022-10,41-60
I314740,C173973,Female,60,Shoes,2,1200.34,Debit Card,01/07/2022,Forum Istanbul,2400.68,2022-07,41-60
I310510,C674539,Female,49,Clothing,4,1200.32,Credit Card,04/10/2022,Metrocity,4801.28,2022-10,41-60
I154398,C337307,Female,60,Clothing,3,900.24,Credit Card,01/11/2021,Cevahir AVM,2700.72,2021-11,41-60
I321132,C723463,Male,50,Clothing,3,900.24,Cash,01/08/2023,Metropol AVM,2700.72,2023-08,41-60
I244475,C623719,Male,22,Cosmetics,5,203.3,Credit Card,02/05/2023,Istinye Park,1016.5,2023-05,18-25
I218029,C477910,Female,28,Clothing,1,300.08,Credit Card,08/07/2022,Mall of Istanbul,300.08,2022-07,26-40
I130451,C151227,Male,27,Food & Beverage,3,15.69,Cash,11/11/2021,Kanyon,47.07,2021-11,26-40
I122827,C350626,Female,40,Shoes,3,1800.51,Cash,03/08/2023,Kanyon,5401.53,2023-08,26-40
I297615,C209253,Female,43,Cosmetics,5,203.3,Cash,02/12/2022,Forum Istanbul,1016.5,2022-12,41-60
I212555,C176990,Male,26,Books,1,15.15,Debit Card,02/05/2021,Metropol AVM,15.15,2021-05,26-40
I324456,C141806,Male,29,Shoes,5,3000.85,Debit Card,09/03/2021,Metrocity,15004.25,2021-03,26-40
I329838,C567698,Female,36,Shoes,1,600.17,Credit Card,10/06/2022,Metrocity,600.17,2022-06,26-40
I121835,C111260,Female,63,Clothing,5,1500.4,Debit Card,06/03/2022,Viaport Outlet,7502,2022-03,60+
I270667,C336110,Female,26,Food & Beverage,3,15.69,Credit Card,04/07/2021,Mall of Istanbul,47.07,2021-07,26-40
I139424,C170280,Male,61,Toys,2,71.68,Credit Card,01/08/2022,Metrocity,143.36,2022-08,60+
I445042,C154988,Male,22,Toys,5,179.2,Cash,08/03/2022,Viaport Outlet,896,2022-03,18-25
I978449,C841923,Female,58,Cosmetics,3,121.98,Cash,04/06/2021,Kanyon,365.94,2021-06,41-60
I288538,C323960,Female,25,Shoes,4,2400.68,Credit Card,02/12/2023,Metrocity,9602.72,2023-12,18-25
I285071,C111322,Female,46,Technology,2,2100,Credit Card,10/11/2021,Metrocity,4200,2021-11,41-60
I374559,C181890,Female,51,Clothing,1,300.08,Credit Card,03/08/2022,Mall of Istanbul,300.08,2022-08,41-60
I518885,C703388,Male,43,Food & Beverage,2,10.46,Cash,03/02/2021,Mall of Istanbul,20.92,2021-02,41-60
I103858,C846946,Female,45,Clothing,5,1500.4,Credit Card,08/02/2022,Istinye Park,7502,2022-02,41-60
I334886,C118312,Female,50,Cosmetics,2,81.32,Cash,05/05/2021,Istinye Park,162.64,2021-05,41-60
I217674,C327430,Female,37,Cosmetics,5,203.3,Cash,10/10/2022,Mall of Istanbul,1016.5,2022-10,26-40
I417270,C520199,Female,66,Cosmetics,1,40.66,Credit Card,12/04/2021,Kanyon,40.66,2021-04,60+
I828270,C286854,Male,63,Clothing,5,1500.4,Cash,05/06/2021,Cevahir AVM,7502,2021-06,60+
I431335,C714681,Female,51,Clothing,1,300.08,Cash,12/04/2022,Mall of Istanbul,300.08,2022-04,41-60
I118489,C451632,Female,66,Souvenir,1,11.73,Cash,02/02/2023,Mall of Istanbul,11.73,2023-02,60+
I119434,C219848,Male,63,Cosmetics,1,40.66,Credit Card,02/11/2023,Kanyon,40.66,2023-11,60+
I530110,C147516,Male,58,Clothing,4,1200.32,Credit Card,08/03/2021,Kanyon,4801.28,2021-03,41-60
I192805,C777448,Female,49,Clothing,3,900.24,Credit Card,02/11/2023,Metrocity,2700.72,2023-11,41-60
I157293,C254128,Female,23,Clothing,2,600.16,Cash,08/07/2022,Mall of Istanbul,1200.32,2022-07,18-25
I243715,C153086,Male,62,Toys,2,71.68,Cash,10/06/2021,Forum Istanbul,143.36,2021-06,60+
I231955,C250026,Male,53,Clothing,5,1500.4,Cash,02/12/2023,Cevahir AVM,7502,2023-12,41-60
I289856,C284912,Male,45,Toys,2,71.68,Debit Card,01/02/2021,Mall of Istanbul,143.36,2021-02,41-60
I310178,C676287,Female,40,Books,4,60.6,Cash,01/02/2022,Zorlu Center,242.4,2022-02,26-40
I956485,C131132,Female,19,Toys,1,35.84,Cash,03/01/2022,Kanyon,35.84,2022-01,18-25
I241208,C887572,Male,45,Food & Beverage,2,10.46,Cash,08/06/2022,Metropol AVM,20.92,2022-06,41-60
I566609,C226324,Female,19,Toys,2,71.68,Debit Card,02/04/2022,Istinye Park,143.36,2022-04,18-25
I290953,C104740,Female,39,Technology,4,4200,Cash,03/03/2022,Mall of Istanbul,16800,2022-03,26-40
I150944,C503050,Female,43,Souvenir,3,35.19,Cash,08/09/2022,Metrocity,105.57,2022-09,41-60
I664908,C597033,Male,28,Clothing,4,1200.32,Credit Card,08/11/2022,Metrocity,4801.28,2022-11,26-40
I126124,C194486,Female,62,Souvenir,2,23.46,Credit Card,12/10/2022,Metropol AVM,46.92,2022-10,60+
I320197,C259766,Male,44,Food & Beverage,2,10.46,Debit Card,01/06/2021,Viaport Outlet,20.92,2021-06,41-60
I143483,C915523,Female,46,Food & Beverage,4,20.92,Credit Card,11/09/2021,Mall of Istanbul,83.68,2021-09,41-60
I646574,C535763,Female,21,Shoes,1,600.17,Cash,09/09/2021,Zorlu Center,600.17,2021-09,18-25
I813408,C311148,Male,18,Clothing,1,300.08,Credit Card,08/03/2021,Metrocity,300.08,2021-03,18-25
I203527,C540812,Female,31,Clothing,2,600.16,Debit Card,03/09/2021,Forum Istanbul,1200.32,2021-09,26-40
I283042,C235088,Female,39,Cosmetics,3,121.98,Credit Card,01/10/2023,Cevahir AVM,365.94,2023-10,26-40
I254553,C147388,Female,67,Technology,2,2100,Cash,05/11/2022,Metrocity,4200,2022-11,60+
I112556,C273670,Female,52,Food & Beverage,5,26.15,Cash,10/10/2022,Mall of Istanbul,130.75,2022-10,41-60
I992435,C298226,Male,61,Cosmetics,2,81.32,Cash,09/12/2022,Mall of Istanbul,162.64,2022-12,60+
I353998,C620793,Male,54,Souvenir,2,23.46,Debit Card,05/04/2021,Mall of Istanbul,46.92,2021-04,41-60
I259343,C416091,Female,52,Cosmetics,4,162.64,Credit Card,03/02/2021,Mall of Istanbul,650.56,2021-02,41-60
I150875,C253822,Female,35,Books,3,45.45,Cash,05/12/2022,Cevahir AVM,136.35,2022-12,26-40
I138895,C183467,Female,46,Clothing,2,600.16,Debit Card,09/03/2021,Metrocity,1200.32,2021-03,41-60
I145374,C258781,Female,57,Clothing,2,600.16,Credit Card,12/01/2022,Kanyon,1200.32,2022-01,41-60
I200649,C134988,Female,68,Technology,4,4200,Credit Card,06/12/2021,Cevahir AVM,16800,2021-12,60+
I929545,C321964,Female,20,Books,2,30.3,Credit Card,05/11/2022,Mall of Istanbul,60.6,2022-11,18-25
I400066,C251644,Female,67,Clothing,3,900.24,Credit Card,02/07/2022,Mall of Istanbul,2700.72,2022-07,60+
I257415,C120773,Male,40,Clothing,4,1200.32,Debit Card,04/04/2022,Metrocity,4801.28,2022-04,26-40
I199267,C163433,Female,33,Clothing,2,600.16,Cash,04/04/2022,Metrocity,1200.32,2022-04,26-40
I182757,C276075,Female,45,Food & Beverage,2,10.46,Credit Card,10/08/2021,Metropol AVM,20.92,2021-08,41-60
I202372,C131608,Female,41,Food & Beverage,2,10.46,Debit Card,01/07/2023,Viaport Outlet,20.92,2023-07,41-60
I627698,C191819,Female,19,Clothing,5,1500.4,Cash,12/10/2021,Kanyon,7502,2021-10,18-25
I145163,C189947,Male,52,Toys,4,143.36,Cash,03/05/2022,Kanyon,573.44,2022-05,41-60
I313024,C195634,Female,67,Toys,1,35.84,Debit Card,09/11/2022,Emaar Square Mall,35.84,2022-11,60+
I201026,C121006,Female,28,Toys,2,71.68,Cash,04/01/2022,Mall of Istanbul,143.36,2022-01,26-40
I267031,C783884,Female,51,Clothing,1,300.08,Cash,09/10/2021,Emaar Square Mall,300.08,2021-10,41-60
I128792,C243118,Male,53,Clothing,1,300.08,Cash,10/07/2022,Mall of Istanbul,300.08,2022-07,41-60
I231379,C280216,Male,39,Clothing,4,1200.32,Cash,07/08/2021,Forum Istanbul,4801.28,2021-08,26-40
I409555,C942567,Female,43,Clothing,1,300.08,Cash,08/10/2022,Mall of Istanbul,300.08,2022-10,41-60
I250026,C259239,Male,20,Clothing,3,900.24,Credit Card,01/01/2023,Mall of Istanbul,2700.72,2023-01,18-25
I224652,C183615,Female,50,Clothing,4,1200.32,Cash,04/12/2021,Metropol AVM,4801.28,2021-12,41-60
I319413,C445882,Female,18,Clothing,4,1200.32,Credit Card,10/09/2021,Metrocity,4801.28,2021-09,18-25
I165421,C122529,Female,25,Toys,1,35.84,Debit Card,12/04/2021,Mall of Istanbul,35.84,2021-04,18-25
I138340,C197173,Female,57,Toys,1,35.84,Cash,01/08/2023,Istinye Park,35.84,2023-08,41-60
I352511,C119049,Female,25,Books,2,30.3,Cash,10/08/2021,Kanyon,60.6,2021-08,18-25
I230204,C235125,Female,52,Clothing,1,300.08,Debit Card,01/02/2021,Kanyon,300.08,2021-02,41-60
I329662,C659467,Male,67,Toys,1,35.84,Cash,07/06/2022,Zorlu Center,35.84,2022-06,60+
I245338,C127839,Male,44,Shoes,4,2400.68,Credit Card,04/08/2021,Forum Istanbul,9602.72,2021-08,41-60
I119562,C258699,Female,57,Toys,2,71.68,Credit Card,07/04/2022,Mall of Istanbul,143.36,2022-04,41-60
I432481,C157760,Male,29,Toys,4,143.36,Credit Card,01/12/2023,Mall of Istanbul,573.44,2023-12,26-40
I125871,C109369,Male,45,Clothing,2,600.16,Cash,05/02/2021,Metrocity,1200.32,2021-02,41-60
I465662,C153995,Female,26,Clothing,4,1200.32,Cash,02/12/2023,Kanyon,4801.28,2023-12,26-40
I162640,C339852,Female,27,Cosmetics,1,40.66,Cash,12/05/2022,Metrocity,40.66,2022-05,26-40
I296793,C272791,Female,28,Cosmetics,4,162.64,Cash,03/04/2023,Mall of Istanbul,650.56,2023-04,26-40
